228	2020-12-30 11:59:00	Fahrenheit 5000	2.99
229	2020-12-28 00:07:11	Snowball	11.0
230	2020-12-26 04:46:21	Corn n Oil	8.0
231	2020-12-28 07:20:26	Orgasm	5.15
232	2020-12-31 11:04:16	Long Island Iced Tea	3.0
233	2020-12-26 18:13:32	Porto flip	4.99
234	2020-12-30 19:09:13	Limeade	3.5
235	2020-12-26 09:47:39	Bloody Mary	5.5
236	2020-12-27 07:12:24	Sidecar	11.0
237	2020-12-31 06:46:55	Raspberry Cooler	3.5
238	2020-12-26 08:29:49	Bellini	2.99
239	2020-12-26 17:04:15	Casa Blanca	5.15
240	2020-12-30 07:22:05	Raspberry Cooler	3.5
241	2020-12-29 15:37:55	Dry Rob Roy	5.5
242	2020-12-27 02:46:15	Limeade	3.5
243	2020-12-30 00:06:53	Snowball	11.0
244	2020-12-28 21:42:46	Bellini	2.99
245	2020-12-26 22:43:31	Limeade	3.5
246	2020-12-27 13:11:43	Bramble	4.2
247	2020-12-31 13:52:50	Fahrenheit 5000	2.99
248	2020-12-28 14:22:59	John Collins	6.5
249	2020-12-30 13:30:46	Snowball	11.0
250	2020-12-29 18:36:48	Bubble Gum	3.0
251	2020-12-31 17:24:50	Fruit Shake	5.5
252	2020-12-27 12:37:01	Limeade	3.5
253	2020-12-26 00:58:46	Corn n Oil	8.0
254	2020-12-25 20:01:40	Jamaica Kiss	5.0
255	2020-12-27 08:33:34	Sangria	3.5
256	2020-12-30 00:26:34	Limeade	3.5
257	2020-12-26 22:55:06	Frisco Sour	4.0
258	2020-12-30 09:08:00	Creme de Menthe	3.5
259	2020-12-27 12:36:39	Snowball	11.0
260	2020-12-28 21:39:31	Jewel Of The Nile	6.5
261	2020-12-27 00:12:40	Irish Coffee	7.5
262	2020-12-28 00:00:53	Vesuvio	3.0
263	2020-12-27 19:44:39	Raspberry Cooler	3.5
264	2020-12-26 08:52:58	Egg Nog - Healthy	11.0
265	2020-12-31 19:19:13	White Lady	6.5
266	2020-12-29 00:15:45	Bellini	2.99
267	2020-12-31 23:45:29	Raspberry Cooler	3.5
268	2020-12-30 05:19:00	Sangria	3.5
269	2020-12-29 22:00:42	Waikiki Beachcomber	5.5
270	2020-12-28 19:12:30	Casino Royale	11.0
271	2020-12-31 11:41:35	Orangeade	4.99
272	2020-12-27 16:22:32	Flaming Lamborghini	3.0
273	2020-12-26 04:29:46	Honey Bee	3.0
274	2020-12-26 16:23:48	Bijou	4.0
275	2020-12-31 17:29:46	Artillery	3.5
276	2020-12-31 02:38:57	Mocha-Berry	8.0
277	2020-12-29 20:12:39	Godfather	6.5
278	2020-12-28 10:56:08	John Collins	6.5
279	2020-12-28 23:34:02	Lone Tree Cooler	5.5
280	2020-12-31 18:38:31	Frisco Sour	4.0
281	2020-12-31 08:03:58	Raspberry Cooler	3.5
282	2020-12-30 14:46:48	Hunter's Moon	3.0
283	2020-12-31 11:58:09	Lemon Drop	2.99
284	2020-12-30 20:11:27	Sweet Sangria	4.0
285	2020-12-31 17:45:07	Snowball	11.0
286	2020-12-31 19:35:53	Hemingway Special	3.5
287	2020-12-29 19:24:55	Creme de Menthe	3.5
288	2020-12-26 12:49:38	Monkey Gland	11.0
289	2020-12-27 07:58:55	Lone Tree Cooler	5.5
290	2020-12-28 04:24:49	Midnight Mint	7.5
291	2020-12-31 11:33:20	Zizi Coin-coin	5.0
292	2020-12-26 14:48:09	Thai Iced Coffee	4.2
293	2020-12-28 20:15:40	Long Island Iced Tea	3.0
294	2020-12-27 15:25:06	Gin Rickey	4.0
295	2020-12-31 03:16:37	Limeade	3.5
296	2020-12-31 03:33:29	Scooter	12.0
297	2020-12-28 23:22:47	Affair	8.0
298	2020-12-26 01:02:35	Dry Rob Roy	5.5
299	2020-12-28 00:46:53	Rum Toddy	4.2
300	2020-12-30 21:57:13	Limeade	3.5
301	2020-12-29 17:54:32	Figgy Thyme	3.0
302	2020-12-27 05:28:45	Zizi Coin-coin	5.0
303	2020-12-31 23:49:51	Greyhound	4.99
304	2020-12-31 12:02:07	Halloween Punch	8.0
305	2020-12-29 15:39:04	Owen's Grandmother's Revenge	8.0
306	2020-12-27 02:01:09	After sex	7.5
307	2020-12-27 06:42:34	The Philosopher	5.15
308	2020-12-29 23:50:44	Snowball	11.0
309	2020-12-28 22:11:35	English Highball	7.5
310	2020-12-26 07:04:47	Snowball	11.0
311	2020-12-31 16:26:09	Grasshopper	4.99
312	2020-12-30 15:56:55	Limeade	3.5
313	2020-12-28 09:28:03	Bubble Gum	3.0
314	2020-12-27 14:57:44	Tequila Sour	5.15
315	2020-12-26 03:05:55	Snowball	11.0
316	2020-12-26 19:54:52	Limeade	3.5
317	2020-12-26 16:35:42	Vermouth Cassis	12.0
318	2020-12-30 13:07:26	Figgy Thyme	3.0
319	2020-12-27 17:34:07	Grizzly Bear	12.0
320	2020-12-31 04:32:14	Bellini	2.99
321	2020-12-31 04:30:23	Snowball	11.0
322	2020-12-26 05:06:39	Clover Club	4.99
323	2020-12-26 19:07:38	Limeade	3.5
324	2020-12-26 02:47:48	Limeade	3.5
325	2020-12-31 09:26:54	Ipamena	2.99
326	2020-12-28 23:27:22	Limeade	3.5
327	2020-12-27 01:10:12	Bellini	2.99
328	2020-12-28 13:32:09	Port Wine Flip	5.0
329	2020-12-28 11:42:19	H.D.	7.5
330	2020-12-29 22:47:31	Chocolate Drink	12.0
331	2020-12-28 03:29:15	Irish Curdling Cow	2.99
332	2020-12-30 12:06:42	Clover Club	4.99
333	2020-12-30 19:43:51	Casino Royale	11.0
334	2020-12-29 20:44:41	Nuked Hot Chocolate	12.0
335	2020-12-31 09:33:51	Zorbatini	4.2
336	2020-12-31 17:26:03	B-53	5.15
337	2020-12-26 21:21:31	Snowday	6.5
338	2020-12-27 15:41:10	Vodka And Tonic	11.0
339	2020-12-29 03:04:23	Raspberry Cooler	3.5
340	2020-12-30 18:58:11	New York Lemonade	5.15
341	2020-12-26 11:08:34	Egg Cream	4.99
342	2020-12-26 11:35:27	Snowball	11.0
343	2020-12-29 13:18:50	Dry Rob Roy	5.5
344	2020-12-29 08:15:02	Snowball	11.0
345	2020-12-29 23:19:27	Flaming Lamborghini	3.0
346	2020-12-26 13:02:19	Cosmopolitan	2.99
347	2020-12-30 02:50:31	Vesuvio	3.0
348	2020-12-31 02:29:17	Clover Club	4.99
349	2020-12-28 22:45:12	Cosmopolitan	2.99
350	2020-12-27 08:37:21	Munich Mule	12.0
351	2020-12-28 04:15:51	Orangeade	4.99
352	2020-12-27 19:04:12	Passion Fruit Martini	2.99
353	2020-12-29 00:21:13	Jack's Vanilla Coke	6.5
354	2020-12-31 04:33:15	Orangeade	4.99
355	2020-12-26 15:47:22	Affair	8.0
356	2020-12-30 18:19:40	Limeade	3.5
357	2020-12-27 03:07:59	Coffee Liqueur	5.5
358	2020-12-27 20:44:20	Dark Caipirinha	2.99
359	2020-12-28 23:05:22	Frosé	2.99
360	2020-12-29 07:50:41	Porto flip	4.99
361	2020-12-29 22:11:38	Kiwi Martini	5.5
362	2020-12-29 22:55:06	Mulled Wine	11.0
363	2020-12-31 01:39:05	Grizzly Bear	12.0
364	2020-12-29 14:12:05	Snowball	11.0
365	2020-12-31 17:39:49	Flying Dutchman	6.5
366	2020-12-31 09:14:15	Raspberry Cooler	3.5
367	2020-12-27 04:43:04	Tuxedo Cocktail	12.0
368	2020-12-30 11:22:35	Thai Iced Coffee	4.2
369	2020-12-28 17:22:12	Bellini	2.99
370	2020-12-29 13:03:17	Winter Rita	5.5
371	2020-12-28 20:24:46	Limeade	3.5
372	2020-12-30 07:45:34	Orangeade	4.99
373	2020-12-31 17:41:59	Munich Mule	12.0
374	2020-12-29 07:44:41	Bubble Gum	3.0
375	2020-12-29 14:19:01	Zizi Coin-coin	5.0
376	2020-12-31 17:44:59	Bellini	2.99
377	2020-12-30 04:17:37	Big Red	8.0
378	2020-12-27 05:19:18	Irish Spring	5.15
379	2020-12-29 21:12:44	B-53	5.15
380	2020-12-31 01:43:56	Iced Coffee Fillip	5.0
381	2020-12-31 00:14:06	Hawaiian Cocktail	6.5
382	2020-12-30 20:45:57	Adam	3.5
383	2020-12-26 23:40:46	Sweet Tooth	2.99
384	2020-12-29 22:41:26	Vodka And Tonic	11.0
385	2020-12-26 06:53:05	Shot-gun	7.5
386	2020-12-31 10:42:25	Bellini	2.99
387	2020-12-30 10:22:58	Lemon Drop	2.99
388	2020-12-29 18:19:00	Limeade	3.5
389	2020-12-26 09:48:48	A. J.	11.0
390	2020-12-31 22:33:06	Rum Cooler	4.99
391	2020-12-31 21:42:23	Mulled Wine	11.0
392	2020-12-26 08:55:37	Irish Coffee	7.5
393	2020-12-29 03:25:38	Jack's Vanilla Coke	6.5
394	2020-12-31 07:18:36	Scooter	12.0
395	2020-12-30 15:53:15	Limeade	3.5
396	2020-12-29 14:14:20	Danbooka	4.99
397	2020-12-28 16:21:34	Zimadori Zinger	12.0
398	2020-12-26 04:55:39	Lord And Lady	8.0
399	2020-12-31 14:43:28	B-53	5.15
400	2020-12-28 07:16:22	The Laverstoke	7.5
401	2020-12-25 19:57:11	Homemade Kahlua	6.5
402	2020-12-26 08:21:33	New York Lemonade	5.15
403	2020-12-27 16:16:08	Limona Corona	4.2
404	2020-12-31 15:55:07	Lemouroudji	5.15
405	2020-12-31 06:03:51	Limeade	3.5
406	2020-12-30 02:35:46	Irish Coffee	7.5
407	2020-12-31 01:00:04	Coffee Liqueur	5.5
408	2020-12-28 14:47:42	Dry Martini	8.0
409	2020-12-27 13:33:36	Van Vleet	4.2
410	2020-12-30 15:07:05	Long Island Iced Tea	3.0
411	2020-12-29 14:21:00	Casino Royale	11.0
412	2020-12-26 13:26:17	Jelly Bean	3.0
413	2020-12-28 06:01:23	Orangeade	4.99
414	2020-12-30 00:33:13	Rum Cooler	4.99
415	2020-12-28 06:53:51	Thai Coffee	5.5
416	2020-12-26 05:36:00	Dry Rob Roy	5.5
417	2020-12-26 04:52:36	White Lady	6.5
418	2020-12-27 18:58:30	Van Vleet	4.2
419	2020-12-25 18:45:59	Karsk	11.0
420	2020-12-28 03:43:19	Hemingway Special	3.5
421	2020-12-31 14:41:22	Frisco Sour	4.0
422	2020-12-31 17:42:09	Flaming Lamborghini	3.0
423	2020-12-28 10:03:14	Mai Tai	11.0
424	2020-12-29 12:50:32	Monkey Gland	11.0
425	2020-12-30 23:41:01	Boston Sour	5.0
426	2020-12-25 19:33:59	Jack Rose Cocktail	5.5
427	2020-12-28 13:06:29	Limeade	3.5
428	2020-12-28 09:01:36	White Lady	6.5
429	2020-12-30 16:54:08	Iced Coffee Fillip	5.0
430	2020-12-30 00:53:38	Godfather	6.5
431	2020-12-26 06:52:08	Veteran	8.0
432	2020-12-29 02:53:31	Fruit Shake	5.5
433	2020-12-27 12:31:55	Limeade	3.5
434	2020-12-29 01:22:33	Irish Curdling Cow	2.99
435	2020-12-29 07:53:05	Flying Dutchman	6.5
436	2020-12-29 09:00:42	Coffee Liqueur	5.5
437	2020-12-27 23:01:23	Bellini	2.99
438	2020-12-27 14:58:44	Corpse Reviver	5.15
439	2020-12-26 01:05:12	Thai Coffee	5.5
440	2020-12-26 13:42:34	Sangria	3.5
441	2020-12-28 04:39:37	Snowball	11.0
442	2020-12-28 09:52:22	Dirty Nipple	3.5
443	2020-12-30 13:51:21	Vodka And Tonic	11.0
444	2020-12-30 13:13:58	Grass Skirt	2.99
445	2020-12-28 08:22:13	Kill the cold Smoothie	11.0
446	2020-12-25 23:13:51	Shot-gun	7.5
447	2020-12-30 17:56:27	After sex	7.5
448	2020-12-29 11:21:20	Queen Charlotte	8.0
449	2020-12-26 16:33:09	Irish Spring	5.15
450	2020-12-29 09:29:53	Godfather	6.5
451	2020-12-30 23:02:34	Munich Mule	12.0
452	2020-12-28 23:11:30	Limeade	3.5
453	2020-12-30 10:30:38	Limeade	3.5
454	2020-12-27 18:19:01	Limeade	3.5
455	2020-12-28 21:15:59	Snowball	11.0
456	2020-12-29 08:09:10	Orangeade	4.99
457	2020-12-30 02:31:08	Vampiro	11.0
458	2020-12-25 21:23:17	Hemingway Special	3.5
459	2020-12-29 19:12:51	John Collins	6.5
460	2020-12-31 01:42:28	Porto flip	4.99
461	2020-12-27 04:35:03	Mai Tai	11.0
462	2020-12-27 10:42:35	Broadside	5.5
463	2020-12-29 09:04:26	Sidecar	11.0
464	2020-12-31 17:44:27	Gin Fizz	2.99
465	2020-12-26 05:07:23	The Philosopher	5.15
466	2020-12-28 10:08:42	Casa Blanca	5.15
467	2020-12-30 22:10:18	Jack's Vanilla Coke	6.5
468	2020-12-26 18:44:15	Winter Rita	5.5
469	2020-12-31 00:51:07	Affinity	2.99
470	2020-12-25 19:18:20	Mulled Wine	11.0
471	2020-12-28 04:41:37	Dark Caipirinha	2.99
472	2020-12-31 07:42:58	Sweet Tooth	2.99
473	2020-12-29 21:47:16	Jackhammer	3.5
474	2020-12-29 21:29:57	Orange Crush	5.5
475	2020-12-30 18:39:01	Limeade	3.5
476	2020-12-30 22:08:28	Hemingway Special	3.5
477	2020-12-31 08:42:43	Lassi Raita	6.5
478	2020-12-26 23:25:19	Kiwi Papaya Smoothie	5.15
479	2020-12-28 20:45:52	Dry Rob Roy	5.5
480	2020-12-28 00:09:53	Snowball	11.0
481	2020-12-30 09:42:23	Ipamena	2.99
482	2020-12-29 03:00:43	Corpse Reviver	5.15
483	2020-12-30 19:43:26	Zizi Coin-coin	5.0
484	2020-12-30 10:21:54	Damned if you do	6.5
485	2020-12-30 06:21:46	Egg Nog - Healthy	11.0
486	2020-12-28 19:09:24	Big Red	8.0
487	2020-12-28 12:34:48	Limeade	3.5
488	2020-12-26 15:31:49	Mango Mojito	7.5
489	2020-12-30 19:24:12	Allegheny	7.5
490	2020-12-26 22:59:31	Dry Rob Roy	5.5
491	2020-12-31 06:37:47	Campari Beer	7.5
492	2020-12-28 15:18:21	Snowball	11.0
493	2020-12-29 01:52:08	Rusty Nail	4.0
494	2020-12-26 01:41:50	Limeade	3.5
495	2020-12-30 01:17:40	Egg Nog - Healthy	11.0
496	2020-12-29 04:59:19	Radioactive Long Island Iced Tea	7.5
497	2020-12-31 08:11:41	Hemingway Special	3.5
498	2020-12-27 11:57:32	GG	12.0
499	2020-12-29 04:31:34	Turf Cocktail	12.0
500	2020-12-29 06:16:11	Tom Collins	5.5
501	2020-12-28 10:53:05	City Slicker	4.0
502	2020-12-29 02:15:17	Snowball	11.0
503	2020-12-26 02:31:03	Raspberry Cooler	3.5
504	2020-12-31 18:25:35	Mai Tai	11.0
505	2020-12-27 12:08:17	Grasshopper	4.99
506	2020-12-26 12:37:33	Van Vleet	4.2
507	2020-12-30 04:30:10	Lemouroudji	5.15
508	2020-12-31 20:26:34	City Slicker	4.0
509	2020-12-30 17:37:05	Paradise	4.2
510	2020-12-28 23:37:17	Old Fashioned	5.5
511	2020-12-29 07:32:45	Limeade	3.5
512	2020-12-25 16:01:39	Jewel Of The Nile	6.5
513	2020-12-26 22:27:05	Scotch Sour	7.5
514	2020-12-27 13:50:48	Godchild	7.5
515	2020-12-28 09:06:18	A. J.	11.0
516	2020-12-29 06:12:08	Snowball	11.0
517	2020-12-26 10:43:57	Raspberry Cooler	3.5
518	2020-12-30 21:09:17	Limeade	3.5
519	2020-12-28 19:51:18	Fahrenheit 5000	2.99
520	2020-12-29 04:46:03	Grasshopper	4.99
521	2020-12-26 18:00:43	Figgy Thyme	3.0
522	2020-12-26 17:46:05	Radioactive Long Island Iced Tea	7.5
523	2020-12-28 20:55:06	Talos Coffee	5.15
524	2020-12-29 22:01:34	After sex	7.5
525	2020-12-25 23:15:02	Limeade	3.5
526	2020-12-26 02:53:45	Paradise	4.2
527	2020-12-27 04:25:29	Creme de Menthe	3.5
